2025,Rural,39 934,60.5,42.2,18.3,31.9,7.6
2026,Rural,40 379,61.6,43.1,18.5,31.3,7.1
2027,Rural,40 809,61.6,43.1,18.5,31.3,7.1
2028,Rural,41 225,61.6,43.1,18.5,31.3,7.1
2029,Rural,41 625,61.6,43.1,18.5,31.3,7.1
2030,Rural,42 009,61.6,43.1,18.5,31.3,7.1
2000,Urban,6 095,67.2,29,38.2,30,2.8
2001,Urban,6 399,68.1,29.4,38.8,29.2,2.7
2002,Urban,6 719,69.1,29.8,39.3,28.3,2.6
2003,Urban,7 049,70,30.2,39.7,27.5,2.5
2004,Urban,7 397,70.9,30.7,40.2,26.7,2.4
2005,Urban,7 759,71.8,31.1,40.7,25.8,2.4
2006,Urban,8 135,72.8,31.6,41.2,25,2.3
2007,Urban,8 528,73.7,32,41.7,24.1,2.2
2008,Urban,8 939,74.6,32.5,42.2,23.3,2.1
2009,Urban,9 368,75.5,32.9,42.6,22.5,2
2010,Urban,9 805,76.5,33.3,43.1,21.6,1.9
2011,Urban,10 249,77.4,33.8,43.6,20.8,1.8
2012,Urban,10 698,78.3,34.2,44.1,19.9,1.8
2013,Urban,11 154,79.2,34.7,44.5,19.1,1.7
2014,Urban,11 615,80.1,35.1,45,18.3,1.6
2015,Urban,12 082,81.1,35.6,45.5,17.4,1.5
2016,Urban,12 567,82,36,46,16.6,1.4
2017,Urban,13 068,82.9,36.5,46.4,15.7,1.3
2018,Urban,13 571,83.8,37,46.9,14.9,1.3
2019,Urban,14 084,84.8,37.4,47.4,14.1,1.2
2020,Urban,14 618,85.7,37.9,47.8,13.2,1.1
2021,Urban,15 164,86.6,38.3,48.3,12.4,1
2022,Urban,15 734,87.5,38.8,48.8,11.5,0.9
2023,Urban,16 336,88.5,39.2,49.2,10.7,0.8
2024,Urban,16 958,89.4,39.7,49.7,9.9,0.8
2025,Urban,17 598,90.3,40.2,50.2,9,0.7
2026,Urban,18 258,91.2,40.6,50.6,8.2,0.6
2027,Urban,18 936,91.2,40.6,50.6,8.2,0.6
2028,Urban,19 635,91.2,40.6,50.6,8.2,0.6
2029,Urban,20 355,91.2,40.6,50.6,8.2,0.6
2030,Urban,21 093,91.2,40.6,50.6,8.2,0.6
